Tarih,Başlık,Metin,ParsedDate,Month,english_text,lemmatized_text,stemmed_text
"Tue, 18 Sep 2018 07:00:00 GMT",BBVA Open Talent fintech yarışması sonuçlandı - Anadolu Ajansı,bbva open talent fintech yarışması sonuçlandı anadolu ajansı,2018-09-18 07:00:00,9,bbva open talent fintech competition concluded anadolu agency,bbva open talent fintech competition conclude anadolu agency,bbva open talent fintech competit conclud anadolu agenc
"Wed, 11 Jul 2018 07:00:00 GMT","Halkbank, Makedonya'da liderliği hedefliyor - Anadolu Ajansı",halkbank makedonya da liderliği hedefliyor anadolu ajansı,2018-07-11 07:00:00,7,Halkbank aims for leadership in Macedonia Anadolu Agency,halkbank aim leadership macedonia anadolu agency,halkbank aim leadership macedonia anadolu agenc
"Tue, 09 Jan 2018 08:00:00 GMT",KT Portföy’ün yönettiği portföy büyüklüğü 1 milyar TL'yi aştı - Anadolu Ajansı,kt portföy ün yönettiği portföy büyüklüğü one milyar tl yi aştı anadolu ajansı,2018-01-09 08:00:00,1,The portfolio size managed by KT Portfolio exceeded one billion TL Anadolu Agency,portfolio size manage kt portfolio exceed one billion tl anadolu agency,portfolio size manag kt portfolio exceed one billion tl anadolu agenc
"Wed, 19 Sep 2018 07:00:00 GMT",Akfen Yenilenebilir Enerji'ye 363 milyon dolarlık finansman - Anadolu Ajansı,akfen yenilenebilir enerji ye three hundred and sixty three milyon dolarlık finansman anadolu ajansı,2018-09-19 07:00:00,9,three hundred and sixty three million dollar financing for akfen renewable energy anadolu agency,three hundred sixty three million dollar financing akfen renewable energy anadolu agency,three hundr sixti three million dollar financ akfen renew energi anadolu agenc
"Tue, 06 Mar 2018 08:00:00 GMT",Türkiye`deki o banka adını değiştirdi - Uzmanpara,türkiye deki o banka adını değiştirdi uzmanpara,2018-03-06 08:00:00,3,That bank in Türkiye changed its name to Uzmanpara,bank türkiye change name uzmanpara,bank türkiy chang name uzmanpara
"Mon, 22 Jan 2018 08:00:00 GMT",Petrol Ofisi'nde CFO'luk görevine Serhan Ulga atandı - Anadolu Ajansı,petrol ofisi nde cfo luk görevine serhan ulga atandı anadolu ajansı,2018-01-22 08:00:00,1,Serhan Ulga was appointed as CFO at Petrol Ofisi Anadolu Agency,serhan ulga appoint cfo petrol ofisi anadolu agency,serhan ulga appoint cfo petrol ofisi anadolu agenc
"Tue, 16 Oct 2018 07:00:00 GMT",CB Finans Ofisi Başkanlığı'na o isim atandı - Platin Dergisi,cb finans ofisi başkanlığı na o isim atandı platin dergisi,2018-10-16 07:00:00,10,That name was appointed as the head of CB Finance Office Platinum Magazine,name appoint head cb finance office platinum magazine,name appoint head cb financ offic platinum magazin
"Wed, 07 Nov 2018 08:00:00 GMT",Vakıf Katılım İzmit Şubesi açıldı - Anadolu Ajansı,vakıf katılım i̇zmit şubesi açıldı anadolu ajansı,2018-11-07 08:00:00,11,foundation participation izmit branch opened anadolu agency,foundation participation izmit branch open anadolu agency,foundat particip izmit branch open anadolu agenc
"Tue, 24 Apr 2018 07:00:00 GMT",Bu işi yapan dünyanın ilk trilyoneri olacak! - Uzmanpara,bu işi yapan dünyanın ilk trilyoneri olacak uzmanpara,2018-04-24 07:00:00,4,Uzmanpara will be the world's first trillionaire to do this job,uzmanpara world first trillionaire job,uzmanpara world first trillionair job
"Thu, 29 Nov 2018 08:00:00 GMT",AA Finans'ın kasım ayı 'Enflasyon Beklenti Anketi' sonuçlandı - Anadolu Ajansı,aa finans ın kasım ayı enflasyon beklenti anketi sonuçlandı anadolu ajansı,2018-11-29 08:00:00,11,AA Finans' November inflation expectation survey has been concluded. Anadolu Agency,aa finans november inflation expectation survey conclude anadolu agency,aa finan novemb inflat expect survey conclud anadolu agenc
"Mon, 12 Feb 2018 08:00:00 GMT",Sinpaş’tan ev aldıran süper plan! - Uzmanpara,sinpaş tan ev aldıran süper plan uzmanpara,2018-02-12 08:00:00,2,Super plan Uzmanpara that makes you buy a house from Sinpaş,super plan uzmanpara make buy house sinpaş,super plan uzmanpara make buy hous sinpaş
"Wed, 12 Sep 2018 07:00:00 GMT",2008 krizi üzerinden 10 yıl geçti - Uzmanpara,two thousand and eight krizi üzerinden ten yıl geçti uzmanpara,2018-09-12 07:00:00,9,Ten years have passed since the two thousand and eight crisis Uzmanpara,ten year pass since two thousand eight crisis uzmanpara,ten year pass sinc two thousand eight crisi uzmanpara
"Mon, 10 Sep 2018 07:00:00 GMT",Çiftlikbank'ın finans müdürü tutuklandı | Son dakika ekonomi haberleri - Bloomberght,çiftlikbank ın finans müdürü tutuklandı son dakika ekonomi haberleri bloomberght,2018-09-10 07:00:00,9,Ciftlikbank's financial manager was arrested breaking economic news bloomberght,ciftlikbank financial manager arrest break economic news bloomberght,ciftlikbank financi manag arrest break econom news bloomberght
"Thu, 03 May 2018 07:00:00 GMT",'Bankacılıkta ciddi gelişme potansiyeli var' - Anadolu Ajansı,bankacılıkta ciddi gelişme potansiyeli var anadolu ajansı,2018-05-03 07:00:00,5,There is serious development potential in banking Anadolu Agency,serious development potential banking anadolu agency,seriou develop potenti bank anadolu agenc
"Sun, 14 Oct 2018 07:00:00 GMT",Holdinglerden yurt dışına 600 milyon dolar - Uzmanpara,holdinglerden yurt dışına six hundred milyon dolar uzmanpara,2018-10-14 07:00:00,10,Six hundred million dollars of expert money from holding companies to abroad,six hundred million dollar expert money hold company abroad,six hundr million dollar expert money hold compani abroad
"Tue, 04 Sep 2018 07:00:00 GMT",Albayrak 11 finans kuruluşuyla görüştü - Bigpara,albayrak eleven finans kuruluşuyla görüştü bigpara,2018-09-04 07:00:00,9,Albayrak Eleven met with the financial institution bigpara,albayrak eleven met financial institution bigpara,albayrak eleven met financi institut bigpara
"Thu, 01 Feb 2018 08:00:00 GMT",Kazakistan'ın Önde Gelen Devlet Şirketleri Özelleştiriliyor - Türkistan'dan - Haber - TRT Avaz,kazakistan ın önde gelen devlet şirketleri özelleştiriliyor türkistan dan haber trt avaz,2018-02-01 08:00:00,2,Kazakhstan's leading state companies are being privatized. news from turkestan trt avaz,kazakhstan lead state company privatize news turkestan trt avaz,kazakhstan lead state compani privat news turkestan trt avaz
"Wed, 05 Sep 2018 07:00:00 GMT",'Akıllı insanlar şu anda Türk varlıkları alıyor' - Anadolu Ajansı,akıllı insanlar şu anda türk varlıkları alıyor anadolu ajansı,2018-09-05 07:00:00,9,Smart people are buying Turkish assets right now Anadolu Agency,smart people buying turkish asset right anadolu agency,smart peopl buy turkish asset right anadolu agenc
"Tue, 20 Mar 2018 07:00:00 GMT",'Darphane Reşat altın basımına başlamalı' - Anadolu Ajansı,darphane reşat altın basımına başlamalı anadolu ajansı,2018-03-20 07:00:00,3,mint should start printing reşat gold anadolu agency,mint start printing reşat gold anadolu agency,mint start print reşat gold anadolu agenc
"Fri, 20 Apr 2018 07:00:00 GMT",Londra Borsası Türk şirketleri gonga çağırıyor - Uzmanpara,londra borsası türk şirketleri gonga çağırıyor uzmanpara,2018-04-20 07:00:00,4,London Stock Exchange is calling Turkish companies to the bell. Uzmanpara,london stock exchange call turkish company bell uzmanpara,london stock exchang call turkish compani bell uzmanpara
"Mon, 08 Jan 2018 08:00:00 GMT",KGF kredisi alana yakın takip - Uzmanpara,kgf kredisi alana yakın takip uzmanpara,2018-01-08 08:00:00,1,Close follow-up of kgf loan recipient Uzmanpara,close kgf loan recipient uzmanpara,close kgf loan recipi uzmanpara
"Fri, 06 Jul 2018 07:00:00 GMT",Eski hakimden FETÖ'nün ABD'deki kuruluşuna finans desteği - Anadolu Ajansı,eski hakimden fetö nün abd deki kuruluşuna finans desteği anadolu ajansı,2018-07-06 07:00:00,7,Financial support from former judge to FETO's establishment in the USA Anadolu Agency,financial support former judge feto establishment usa anadolu agency,financi support former judg feto establish usa anadolu agenc
"Wed, 04 Apr 2018 07:00:00 GMT",Dubaili banka Türkiye`de temsilcilik açtı - Uzmanpara,dubaili banka türkiye de temsilcilik açtı uzmanpara,2018-04-04 07:00:00,4,Dubai Bank opened a representative office in Türkiye Uzmanpara,dubai bank open representative office türkiye uzmanpara,dubai bank open repres offic türkiy uzmanpara
"Sat, 10 Nov 2018 08:00:00 GMT",Sinema zinciri Pathé sahte e-postalarla 19 milyon euro dolandırıldı - BBC,sinema zinciri path sahte e postalarla nineteen milyon euro dolandırıldı bbc,2018-11-10 08:00:00,11,cinema chain path defrauded nineteen million euros with fake e-mails bbc,cinema chain path defraud nineteen million euro fake bbc,cinema chain path defraud nineteen million euro fake bbc
"Thu, 25 Jan 2018 08:00:00 GMT","""Konuyu Cumhurbaşkanı Başdanışmanı gündeme getirdi, koca bir finans sektörü nasıl yok sayıldı?"" - T24",konuyu cumhurbaşkanı başdanışmanı gündeme getirdi koca bir finans sektörü nasıl yok sayıldı ttwenty four,2018-01-25 08:00:00,1,The president's chief advisor brought the issue to the agenda. How was a whole financial sector ignored? ttwenty four,president chief advisor brought issue agenda whole financial sector ignore ttwenty four,presid chief advisor brought issu agenda whole financi sector ignor ttwenti four
"Wed, 24 Jan 2018 08:00:00 GMT",BDDK`dan `otomatik ödeme` açıklaması - Uzmanpara,bddk dan otomatik ödeme açıklaması uzmanpara,2018-01-24 08:00:00,1,Automatic payment statement from BDDK Uzmanpara,automatic payment statement bddk uzmanpara,automat payment statement bddk uzmanpara
"Thu, 24 May 2018 07:00:00 GMT",Şimdi Tam Zamanı: Ekonomi ve Finans Dünyasını Tüm Açıklığıyla Gözler Önüne Seren 21 Kült Film - Onedio,şimdi tam zamanı ekonomi ve finans dünyasını tüm açıklığıyla gözler önüne seren twenty one kült film onedio,2018-05-24 07:00:00,5,"Now is the time, twenty one cult movie onedio, which clearly reveals the world of economy and finance.",time twenty one cult movie onedio clearly reveals world economy finance,time twenti one cult movi onedio clearli reveal world economi financ
"Mon, 26 Feb 2018 08:00:00 GMT","Batılı bankalar, `modern İpek Yolu` için yarışıyor - Uzmanpara",batılı bankalar modern i̇pek yolu için yarışıyor uzmanpara,2018-02-26 08:00:00,2,Western banks are competing for the modern silk road Uzmanpara,western bank compete modern silk road uzmanpara,western bank compet modern silk road uzmanpara
"Fri, 29 Jun 2018 07:00:00 GMT",CarrefourSA`nın yeni genel müdürü belli oldu - Uzmanpara,carrefoursa nın yeni genel müdürü belli oldu uzmanpara,2018-06-29 07:00:00,6,Carrefoursa's new general manager has been announced Uzmanpara,carrefoursa new general manager announce uzmanpara,carrefoursa new gener manag announc uzmanpara
"Tue, 06 Mar 2018 08:00:00 GMT",Kanal İstanbul'a Finans Merkezi Adası - Yapı.com.tr,kanal i̇stanbul a finans merkezi adası yapı com tr,2018-03-06 08:00:00,3,channel istanbul a financial center island yapi com tr,channel istanbul financial center island yapi com tr,channel istanbul financi center island yapi com tr
"Thu, 22 Nov 2018 08:00:00 GMT",Almanya’nın en büyük bankası eriyor - Uzmanpara,almanya nın en büyük bankası eriyor uzmanpara,2018-11-22 08:00:00,11,"Germany's largest bank is melting, Uzmanpara",germany large bank melt uzmanpara,germani largest bank melt uzmanpara
"Sun, 19 Aug 2018 07:00:00 GMT","Acıbadem Sigorta, İngiliz Bupa`ya satıldı - Uzmanpara",acıbadem sigorta i̇ngiliz bupa ya satıldı uzmanpara,2018-08-19 07:00:00,8,acıbadem insurance sold to british bupa Uzmanpara,acıbadem insurance sell british bupa uzmanpara,acıbadem insur sold british bupa uzmanpara
"Fri, 04 May 2018 07:00:00 GMT","İTO, 100 milyon TL`yi yatırdı - Uzmanpara",i̇to one hundred milyon tl yi yatırdı uzmanpara,2018-05-04 07:00:00,5,ito invested one hundred million TL Uzmanpara,ito invest one hundred million tl uzmanpara,ito invest one hundr million tl uzmanpara
"Tue, 10 Apr 2018 07:00:00 GMT","Çılgın Türk, ABD`li deve ortak oldu! - Uzmanpara",çılgın türk abd li deve ortak oldu uzmanpara,2018-04-10 07:00:00,4,Crazy Turkish US Camel became a partner Uzmanpara,crazy turkish u camel become partner uzmanpara,crazi turkish us camel becam partner uzmanpara
"Tue, 16 Jan 2018 08:00:00 GMT","Albaraka, yeni bir banka kurdu - Uzmanpara",albaraka yeni bir banka kurdu uzmanpara,2018-01-16 08:00:00,1,"Albaraka established a new bank, Uzmanpara",albaraka establish new bank uzmanpara,albaraka establish new bank uzmanpara
"Thu, 16 Aug 2018 07:00:00 GMT",Dolar/TL güne nasıl başladı? - Uzmanpara,dolar tl güne nasıl başladı uzmanpara,2018-08-16 07:00:00,8,"How did the dollar and TL start the day, Uzmanpara",dollar tl start day uzmanpara,dollar tl start day uzmanpara
"Thu, 27 Sep 2018 07:00:00 GMT",130 yıllık tarihinde ilk kez Alman değil! - Uzmanpara,one hundred and thirty yıllık tarihinde ilk kez alman değil uzmanpara,2018-09-27 07:00:00,9,"For the first time in its one hundred and thirty year history, Uzmanpara is not German.",first time one hundred thirty year history uzmanpara german,first time one hundr thirti year histori uzmanpara german
"Tue, 20 Feb 2018 08:00:00 GMT",Saadet zinciri kurana kötü haber - Uzmanpara,saadet zinciri kurana kötü haber uzmanpara,2018-02-20 08:00:00,2,"Bad news for those who set up a pyramid scheme, Uzmanpara",bad news set pyramid scheme uzmanpara,bad news set pyramid scheme uzmanpara
"Wed, 29 Aug 2018 07:00:00 GMT",Finans Uzmanı Ali Serim: Ekonomiye katkı sağlayacak vergi indirimleri hızla yapılmalı - T24,finans uzmanı ali serim ekonomiye katkı sağlayacak vergi indirimleri hızla yapılmalı ttwenty four,2018-08-29 07:00:00,8,Finance expert Ali Serim Tax cuts that will contribute to the economy should be made quickly ttwenty four,finance expert ali serim tax cut contribute economy make quickly ttwenty four,financ expert ali serim tax cut contribut economi made quickli ttwenti four
"Wed, 28 Mar 2018 07:00:00 GMT",Brexit’e rağmen en büyük küresel finans merkezi Londra - Hürriyet,brexit e rağmen en büyük küresel finans merkezi londra hürriyet,2018-03-28 07:00:00,3,"Despite Brexit, London is the largest global financial center Hürriyet",despite brexit london large global financial center hürriyet,despit brexit london largest global financi center hürriyet
"Tue, 20 Feb 2018 08:00:00 GMT",İzmir'de FETÖ'nün finans ayağına operasyon: 5 gözaltı - Anadolu Ajansı,i̇zmir de fetö nün finans ayağına operasyon five gözaltı anadolu ajansı,2018-02-20 08:00:00,2,Operation on FETO's financial leg in Izmir Five Detention Anadolu Agency,operation feto financial leg izmir five detention anadolu agency,oper feto financi leg izmir five detent anadolu agenc
"Wed, 19 Dec 2018 08:00:00 GMT",Turkcell'den finans alanında yeni şirket: Financell Sigorta - Webrazzi,turkcell den finans alanında yeni şirket financell sigorta webrazzi,2018-12-19 08:00:00,12,new company in finance from turkcell financell insurance webrazzi,new company finance turkcell financell insurance webrazzi,new compani financ turkcel financel insur webrazzi
"Mon, 07 May 2018 07:00:00 GMT",Yörük: Atıldığımı finans-kapitalden öğrendim! - Gazete Duvar,yörük atıldığımı finans kapitalden öğrendim gazete duvar,2018-05-07 07:00:00,5,I learned that I was expelled from Finans Kapital from the newspaper wall,learn expel finans kapital newspaper wall,learn expel finan kapit newspap wall
